ID,gender,seniors,month,payment_method,bill
7803-XOCCZ,Female,0,52,Bank transfer (automatic),84.05
5736-YEJAX,Male,0,69,Credit card (automatic),79.45
5609-CEBID,Female,1,20,Electronic check,94.1
8981-FJGLA,Male,0,11,Mailed check,78
7218-HKQFK,Male,0,2,Electronic check,94.2
4636-QRJKY,Female,0,6,Electronic check,80.5
1135-LMECX,Female,0,1,Mailed check,19.85
4332-MUOEZ,Male,1,20,Credit card (automatic),94.3
8535-SFUTN,Male,0,61,Electronic check,106.45
5956-VKDTT,Female,1,5,Electronic check,74.35
8677-HDZEE,Female,0,56,Bank transfer (automatic),105.45
2475-MROZF,Male,0,30,Credit card (automatic),95
9412-GHEEC,Male,0,40,Bank transfer (automatic),104.8
3482-ABPKK,Female,0,28,Mailed check,54.3
6705-LXORM,Female,1,5,Electronic check,70.05
0257-ZESQC,Female,1,27,Bank transfer (automatic),75.2
7531-GQHME,Male,0,12,Credit card (automatic),20.05
5174-ITUMV,Male,0,67,Electronic check,105.4
4109-CYRBD,Male,1,29,Electronic check,51.6
0913-XWSCN,Male,0,55,Bank transfer (automatic),85.5
6825-UYPFK,Female,0,23,Bank transfer (automatic),75.6
8397-MVTAZ,Male,0,34,Electronic check,100.05
0750-EBAIU,Male,0,52,Electronic check,91.25
8606-CIQUL,Male,1,72,Credit card (automatic),115.75
3571-DPYUH,Male,0,58,Credit card (automatic),94.7
7601-GNDYK,Male,0,35,Mailed check,19.6
0356-OBMAC,Female,1,56,Bank transfer (automatic),99.9
8067-NIOYM,Female,0,24,Credit card (automatic),21.1
1403-GYAFU,Male,0,70,Credit card (automatic),20.05
4234-XTNEA,Male,0,2,Electronic check,79.95
1297-VQDRP,Male,1,68,Credit card (automatic),107.15
9282-IZGQK,Female,0,1,Electronic check,85
5348-CAGXB,Male,0,12,Electronic check,89.55
0621-HJWXJ,Female,0,63,Bank transfer (automatic),81.55
5844-QVTAT,Female,0,33,Mailed check,58.45
8905-IAZPF,Female,0,69,Credit card (automatic),95.65
5394-MEITZ,Female,0,60,Bank transfer (automatic),80.6
6859-QNXIQ,Female,0,72,Bank transfer (automatic),113.1
2782-LFZVW,Female,0,11,Mailed check,58.95
2866-IKBTM,Female,0,1,Mailed check,19.55
1342-JPNKI,Male,0,10,Bank transfer (automatic),86.05
2817-NTQDO,Male,0,13,Credit card (automatic),45.55
7129-AZJDE,Male,0,34,Bank transfer (automatic),78.95
6986-IJDHX,Male,0,39,Mailed check,86.3
2560-PPCHE,Female,0,65,Bank transfer (automatic),105.05
4676-MQUEA,Male,1,50,Bank transfer (automatic),101.9
8138-EALND,Male,0,15,Mailed check,19.75
3580-HYCSP,Male,0,72,Bank transfer (automatic),110.3
1352-HNSAW,Female,0,72,Bank transfer (automatic),115.6
2075-PUEPR,Male,0,55,Bank transfer (automatic),19.35
1982-FEBTD,Female,0,23,Credit card (automatic),25.6
5301-GAUUY,Male,0,32,Bank transfer (automatic),80.35
5791-KAJFD,Female,0,56,Bank transfer (automatic),68.75
2654-VBVPB,Female,0,1,Bank transfer (automatic),19.9
1154-HYWWO,Male,0,38,Mailed check,70.6
2501-XWWTZ,Male,0,11,Electronic check,70.2
3716-UVSPD,Male,0,1,Electronic check,49.3
6815-ABQFQ,Male,0,56,Electronic check,107.25
7343-EOBEU,Male,0,3,Mailed check,23.6
3701-SFMUH,Male,0,7,Credit card (automatic),69.7
6103-LIANB,Male,0,59,Credit card (automatic),99.5
7319-VENRZ,Male,0,7,Bank transfer (automatic),64.3
5846-NEQVZ,Male,0,71,Credit card (automatic),70.85
6967-QIQRV,Male,0,15,Electronic check,101.9
5781-RFZRP,Male,0,71,Credit card (automatic),73.5
0939-YAPAF,Female,0,35,Electronic check,100.25
0308-IVGOK,Female,0,11,Credit card (automatic),40.4
7293-LSCDV,Female,0,60,Credit card (automatic),19.25
7025-WCBNE,Male,1,47,Bank transfer (automatic),59.6
5756-JYOJT,Female,0,11,Credit card (automatic),64.9
4710-FDUIZ,Male,0,56,Credit card (automatic),100.3
6030-REHUX,Female,1,28,Electronic check,110.85
9548-LIGTA,Male,0,61,Mailed check,81.05
5150-LJNSR,Male,0,31,Bank transfer (automatic),98.05
8270-RKSAP,Male,0,9,Electronic check,70.5
6522-YRBXD,Male,1,35,Electronic check,94.55
2640-LYMOV,Male,0,2,Mailed check,19.65
1218-VKFPE,Female,0,12,Mailed check,19
3627-FHKBK,Female,0,1,Mailed check,75.3
2865-TCHJW,Female,1,4,Electronic check,89.2
1423-BMPBQ,Female,0,1,Mailed check,19
2393-DIVAI,Female,0,3,Mailed check,20
5192-EBGOV,Female,1,1,Electronic check,85.7
4568-KNYWR,Male,0,52,Credit card (automatic),63.25
8752-IMQOS,Male,0,5,Mailed check,20.1
0742-LAFQK,Male,0,72,Electronic check,99.15
0795-LAFGP,Male,0,71,Electronic check,90.4
0619-OLYUR,Male,0,72,Credit card (automatic),111.9
5512-IDZEI,Male,0,46,Electronic check,24.9
0459-SPZHJ,Male,0,63,Credit card (automatic),83.5
0215-BQKGS,Male,0,30,Credit card (automatic),84.3
9244-ZVAPM,Male,0,1,Mailed check,45.6
0719-SYFRB,Female,0,12,Mailed check,61.65
8208-EUMTE,Male,0,16,Mailed check,54.85
5172-MIGPM,Male,0,4,Mailed check,65.55
1710-RCXUS,Male,0,51,Credit card (automatic),90.35
0374-FIUCA,Male,0,65,Credit card (automatic),20.4
5839-SUYVZ,Male,0,16,Credit card (automatic),74.55
5173-ZXXXL,Male,0,2,Mailed check,19.95
1096-ADRUX,Female,0,66,Bank transfer (automatic),74.25
2001-MCUUW,Male,0,46,Electronic check,108.65
2731-GJRDG,Female,0,32,Bank transfer (automatic),109.55
4723-BEGSG,Male,0,72,Credit card (automatic),86.65
6516-NKQBO,Male,0,38,Credit card (automatic),81
8672-OAUPW,Male,0,51,Credit card (automatic),47.85
8207-DMRVL,Male,0,72,Bank transfer (automatic),114.55
3419-SNJJD,Female,1,65,Bank transfer (automatic),105.25
6543-CPZMK,Male,0,9,Electronic check,29.95
4765-OXPPD,Female,0,9,Mailed check,65
2804-ETQDK,Male,0,66,Mailed check,20.55
6689-VRRTK,Female,1,44,Credit card (automatic),109.8
7138-GIRSH,Male,0,50,Bank transfer (automatic),69.5
9396-ZSFLL,Female,0,15,Mailed check,48.85
6464-KEXXH,Male,0,8,Credit card (automatic),25.25
7134-MJPDY,Female,1,66,Credit card (automatic),102.85
5240-CAOYT,Female,0,57,Bank transfer (automatic),87.55
4059-IIEBK,Female,0,7,Bank transfer (automatic),78.55
4881-JVQOD,Male,1,10,Bank transfer (automatic),34.55
0516-UXRMT,Female,0,62,Electronic check,92.05
4851-BQDNX,Male,0,40,Electronic check,85.05
5148-HKFIR,Female,0,20,Mailed check,19.7
1009-IRMNA,Female,0,7,Bank transfer (automatic),20
3003-CMDUU,Female,0,25,Electronic check,95.15
5016-IBERQ,Male,0,23,Electronic check,84.25
6797-UCJHZ,Female,1,66,Credit card (automatic),104.6
2469-DTSGX,Female,1,72,Electronic check,111.65
4554-YGZIH,Male,1,49,Credit card (automatic),90.05
5099-BAILX,Male,1,43,Bank transfer (automatic),110.75
9931-KGHOA,Female,0,46,Bank transfer (automatic),55
1775-KWJKQ,Male,0,72,Credit card (automatic),89.85
7665-VIGUD,Male,0,10,Mailed check,20.35
9411-TPQQV,Female,0,40,Bank transfer (automatic),54.55
7207-RMRDB,Female,0,65,Electronic check,105.5
7954-MLBUN,Male,0,31,Bank transfer (automatic),99.45
2077-DDHJK,Female,0,68,Credit card (automatic),70.9
4913-EHYUI,Male,1,56,Bank transfer (automatic),104.55
0195-IESCP,Male,0,10,Electronic check,85.25
9574-BOSMD,Male,0,68,Bank transfer (automatic),25.4
4580-TMHJU,Female,0,43,Electronic check,56.15
0970-ETWGE,Male,0,1,Electronic check,89.55
4908-XAXAY,Female,1,49,Bank transfer (automatic),89.85
8404-VLQFB,Female,0,15,Electronic check,25.25
1626-ERCMM,Male,1,20,Electronic check,94.55
0887-HJGAR,Male,0,1,Mailed check,45.7
2391-IPLOP,Male,0,50,Electronic check,69.65
5644-PDMZC,Female,1,2,Electronic check,89.5
3509-GWQGF,Male,1,24,Credit card (automatic),70
9576-ANLXO,Female,0,3,Bank transfer (automatic),69.55
2024-BASKD,Female,0,1,Mailed check,74.6
5845-BZZIB,Male,0,35,Mailed check,20.1
1140-UKVZG,Female,0,17,Mailed check,24.8
4160-AMJTL,Female,1,8,Electronic check,19.65
5183-SNMJQ,Male,0,10,Credit card (automatic),95.1
8100-PNJMH,Male,0,68,Credit card (automatic),88.85
7838-LAZFO,Male,0,45,Bank transfer (automatic),78.8
4464-JCOLN,Male,0,2,Mailed check,19.85
2085-JVGAD,Male,0,37,Bank transfer (automatic),20.35
5650-VDUDS,Female,0,4,Mailed check,24.25
8095-WANWK,Female,0,10,Mailed check,45.25
3030-ZKIWL,Male,0,1,Mailed check,20.05
9565-FLVCG,Male,0,65,Mailed check,69.55
8755-OGKNA,Female,0,57,Bank transfer (automatic),19.5
2800-VEQXM,Female,0,3,Mailed check,74.75
7538-GWHML,Female,0,2,Electronic check,69.65
5533-RJFTJ,Male,0,49,Bank transfer (automatic),30.2
3859-CVCET,Female,0,4,Mailed check,45.65
0214-JHPFW,Female,0,70,Bank transfer (automatic),57.8
5642-MHDQT,Female,0,53,Bank transfer (automatic),19.85
3088-FVYWK,Male,0,53,Credit card (automatic),25.55
3276-HDUEG,Female,0,1,Mailed check,75.05
9092-GDZKO,Male,0,22,Credit card (automatic),24.85
0823-HSCDJ,Male,1,52,Electronic check,49.15
3729-OWRVL,Male,1,65,Electronic check,110.35
2324-AALNO,Female,0,48,Bank transfer (automatic),24.55
0822-GAVAP,Female,0,2,Electronic check,34.7
5760-IFJOZ,Male,0,3,Mailed check,107.95
2826-UWHIS,Male,0,45,Bank transfer (automatic),81.4
1448-PWKYE,Male,0,1,Electronic check,80
7501-IWUNG,Female,0,61,Bank transfer (automatic),73.8
4957-TREIR,Male,0,3,Credit card (automatic),64.4
7251-LJBQN,Female,1,40,Credit card (automatic),103.75
8040-MNRTF,Female,0,1,Mailed check,71.1
1536-HBSWP,Female,0,1,Electronic check,49.9
5313-FPXWG,Male,0,51,Bank transfer (automatic),24.6
0067-DKWBL,Male,1,2,Electronic check,49.25
0946-FKYTX,Male,0,52,Mailed check,30.1
5076-YVXCM,Male,0,51,Bank transfer (automatic),83.4
8262-COGGB,Male,0,1,Mailed check,20.45
6663-JOCQO,Male,0,31,Bank transfer (automatic),75.25
9620-QJREV,Male,0,47,Credit card (automatic),20.55
2276-YDAVZ,Female,0,3,Credit card (automatic),75.1
2682-KEVRP,Female,1,22,Mailed check,20.05
2480-JZOSN,Female,0,1,Mailed check,20.65
0078-XZMHT,Male,0,72,Bank transfer (automatic),85.15
5896-NPFWW,Male,0,3,Electronic check,50.15
9978-HYCIN,Male,1,47,Bank transfer (automatic),84.95
8338-QIUNR,Male,0,72,Credit card (automatic),66.5
1525-LNLOJ,Male,0,66,Bank transfer (automatic),63.3
9450-TRJUU,Male,0,35,Electronic check,83.15
1766-GKNMI,Male,0,29,Electronic check,84.9
6942-LBFDP,Female,0,2,Mailed check,20.55
1456-TWCGB,Male,0,4,Mailed check,49.25
7133-VBDCG,Female,0,25,Bank transfer (automatic),79.85
7596-ZYWBB,Female,0,65,Mailed check,59.6
8329-UTMVM,Male,1,27,Bank transfer (automatic),104.65
3014-WJKSM,Male,0,29,Credit card (automatic),75.3
3347-YJZZE,Male,0,29,Credit card (automatic),80.1
1029-QFBEN,Male,0,1,Mailed check,19.55
7929-DMBCV,Female,0,20,Mailed check,81
9661-JALZV,Female,0,58,Credit card (automatic),24.7
5433-KYGHE,Female,0,14,Mailed check,86
4312-KFRXN,Male,0,72,Mailed check,25.4
5575-TPIZQ,Male,0,46,Credit card (automatic),89.15
0114-IGABW,Female,0,71,Bank transfer (automatic),58.25
9944-AEXBM,Male,0,32,Bank transfer (automatic),85.65
1853-ARAAQ,Female,0,26,Credit card (automatic),50.35
6952-OMNWB,Male,1,68,Credit card (automatic),80.35
4697-LUPSU,Male,0,2,Mailed check,20.2
8434-VGEQQ,Male,0,61,Credit card (automatic),20.55
4952-YSOGZ,Female,0,4,Electronic check,85.95
1589-AGTLK,Male,0,3,Electronic check,45.35
5244-IRFIH,Male,1,33,Electronic check,94.5
6549-YMFAW,Male,1,9,Mailed check,21.25
4950-HKQTE,Female,0,22,Mailed check,26.25
6786-OBWQR,Female,0,5,Electronic check,80.85
2684-EIWEO,Female,1,30,Credit card (automatic),91.7
2753-JMMCV,Male,0,65,Credit card (automatic),74.2
6439-GTPCA,Female,0,45,Electronic check,87.25
6621-YOBKI,Male,0,5,Mailed check,20.35
1216-JWVUX,Male,0,25,Electronic check,75.5
7564-GHCVB,Female,0,72,Bank transfer (automatic),79.05
1173-NOEYG,Female,0,27,Bank transfer (automatic),90.15
7595-EHCDL,Male,0,32,Credit card (automatic),50.6
6647-ZEDXT,Female,0,30,Credit card (automatic),110.45
2521-NPUZR,Male,0,70,Credit card (automatic),101
1307-TVUFB,Male,1,42,Bank transfer (automatic),79.35
7503-MIOGA,Female,1,72,Bank transfer (automatic),89.85
4381-MHQDC,Female,0,47,Mailed check,65
6923-JHPMP,Female,0,2,Electronic check,80.45
5138-WVKYJ,Male,0,10,Electronic check,98.55
4018-PPNDW,Female,0,61,Mailed check,24.1
1635-FJFCC,Female,0,5,Credit card (automatic),44.05
2499-AJYUA,Female,1,72,Credit card (automatic),110.8
6919-ELBGL,Male,1,72,Bank transfer (automatic),114.95
3966-HRMZA,Female,1,3,Mailed check,75.05
6425-JWTDV,Male,0,48,Mailed check,19.25
8405-IGQFX,Female,0,63,Credit card (automatic),90.05
8224-IVVPA,Female,0,27,Mailed check,56.7
9477-LGWQI,Male,0,70,Credit card (automatic),80.15
1410-RSCMR,Male,0,7,Credit card (automatic),71.35
3115-CZMZD,Male,0,0,Mailed check,20.25
0139-IVFJG,Female,0,2,Electronic check,90.35
6683-VLCTZ,Male,1,20,Electronic check,98.55
5730-DBDSI,Male,0,66,Bank transfer (automatic),19.7
0030-FNXPP,Female,0,3,Mailed check,19.85
2189-WWOEW,Female,0,15,Bank transfer (automatic),85.9
5684-FJVYR,Female,0,72,Bank transfer (automatic),90.35
4013-GUXND,Male,0,1,Mailed check,20.8
1894-IGFSG,Female,0,22,Electronic check,89.25
7379-POKDZ,Male,0,3,Electronic check,70.3
1266-NZYUI,Female,0,72,Bank transfer (automatic),66.85
7969-FFOWG,Male,0,65,Mailed check,19.9
4718-DHSMV,Female,0,11,Mailed check,35.8
5175-WLYXL,Male,0,22,Mailed check,78.85
7817-OMJNA,Male,0,14,Bank transfer (automatic),20.4
8728-SKJLR,Male,0,41,Electronic check,74.25
3137-NYQQI,Male,0,17,Mailed check,64.8
7706-DZNKK,Male,0,11,Credit card (automatic),20.45
0236-HFWSV,Male,0,15,Electronic check,93.35
3900-AQPHZ,Female,0,1,Mailed check,19.9
5842-POCOP,Female,0,5,Mailed check,88.9
2037-XJFUP,Male,0,33,Electronic check,95.8
8823-RLPWL,Female,0,72,Credit card (automatic),110.65
9505-SQFSW,Female,0,3,Mailed check,40.3
7314-OXENN,Male,0,2,Electronic check,82
3758-CKOQL,Female,0,59,Credit card (automatic),107
0322-CHQRU,Male,0,2,Electronic check,45.35
5676-CFLYY,Male,0,71,Credit card (automatic),73.35
7521-AFHAB,Female,0,5,Mailed check,44.8
0285-INHLN,Male,0,27,Credit card (automatic),54.75
4678-DVQEO,Female,0,1,Electronic check,52.2
5125-CNDSP,Male,0,63,Bank transfer (automatic),40.6
0691-IFBQW,Female,1,46,Electronic check,110
4992-LTJNE,Male,0,72,Bank transfer (automatic),55.3
2202-OUTMO,Female,0,34,Bank transfer (automatic),60.85
0810-BDHAW,Female,0,24,Electronic check,78.4
0229-LFJAF,Male,0,72,Bank transfer (automatic),69.65
7131-ZQZNK,Female,0,60,Credit card (automatic),59.85
3442-ZHHCC,Male,0,68,Credit card (automatic),76.9
5726-CVNYA,Female,0,8,Mailed check,19.85
9871-ELEYA,Female,0,34,Credit card (automatic),67.65
4257-GAESD,Female,0,6,Credit card (automatic),45
5173-WXOQV,Male,0,2,Mailed check,64.2
2040-OBMLJ,Male,0,31,Credit card (automatic),81.7
6286-ZHAOK,Female,0,20,Bank transfer (automatic),25.55
3807-XHCJH,Female,0,1,Electronic check,20
3009-JWMPU,Male,0,62,Electronic check,96.75
5671-RQRLP,Female,1,70,Credit card (automatic),75.65
1450-GALXR,Female,0,10,Electronic check,98.5
8859-AXJZP,Male,0,39,Mailed check,23.8
3174-AKMAS,Female,0,46,Credit card (automatic),64.2
3138-BKYAV,Male,0,6,Electronic check,85.35
9926-PJHDQ,Female,0,72,Bank transfer (automatic),76.8
7382-DFJTU,Male,0,18,Credit card (automatic),55.2
2798-NYLMZ,Male,0,71,Credit card (automatic),108.55
4289-DTDKW,Male,0,40,Electronic check,101.3
1820-TQVEV,Male,0,1,Electronic check,69.55
2239-JALAW,Male,0,58,Bank transfer (automatic),103.25
4853-RULSV,Male,0,70,Credit card (automatic),104
8098-TDCBU,Female,0,42,Electronic check,25.25
3551-GAEGL,Male,0,34,Bank transfer (automatic),30.4
4785-NKHCX,Male,1,5,Bank transfer (automatic),20.05
3196-NVXLZ,Female,0,25,Mailed check,84.6
6275-YDUVO,Female,0,2,Mailed check,86.2
0036-IHMOT,Female,0,55,Bank transfer (automatic),103.7
0115-TFERT,Male,0,21,Electronic check,111.2
4178-EGMON,Male,0,70,Credit card (automatic),88
4220-TINQT,Female,0,61,Electronic check,106.35
5318-YKDPV,Male,0,43,Credit card (automatic),79.15
7975-TZMLR,Male,0,47,Electronic check,103.1
0295-QVKPB,Male,0,5,Credit card (automatic),63.95
4335-BSMJS,Female,0,62,Credit card (automatic),25.8
2311-QYMUQ,Female,0,16,Credit card (automatic),89.45
3643-AHCFP,Male,1,7,Bank transfer (automatic),95.6
9146-JRIOX,Female,0,14,Mailed check,25.55
3104-OWCGK,Male,0,60,Electronic check,90.95
5337-IIWKZ,Male,0,34,Electronic check,44.85
9101-BWFSS,Female,0,50,Electronic check,108.55
9650-VBUOG,Male,0,38,Credit card (automatic),25.05
3487-EARAT,Female,0,70,Credit card (automatic),74.1
2672-TGEFF,Female,0,37,Electronic check,88.8
9231-ZJYAM,Female,1,4,Electronic check,78.85
4250-WAROZ,Male,1,60,Electronic check,93.25
8184-WMOFI,Male,0,62,Credit card (automatic),71.4
6982-SSHFK,Male,0,1,Mailed check,44.4
6092-QZVPP,Male,0,36,Credit card (automatic),79.2
4625-LAMOB,Male,0,44,Credit card (automatic),20.4
0727-BMPLR,Female,1,55,Electronic check,100
0392-BZIUW,Female,0,72,Credit card (automatic),105
1038-ZAGBI,Female,0,12,Bank transfer (automatic),19.8
6549-NNDYT,Female,0,13,Bank transfer (automatic),30.85
3027-ZTDHO,Male,0,1,Electronic check,89.9
0422-OHQHQ,Female,0,15,Mailed check,20.55
6916-HIJSE,Female,0,65,Bank transfer (automatic),84.85
2316-ESMLS,Female,0,12,Credit card (automatic),33.15
9778-OGKQZ,Male,0,72,Credit card (automatic),92
7408-OFWXJ,Female,0,72,Credit card (automatic),89.8
6007-TCTST,Female,0,72,Bank transfer (automatic),115.8
2252-NKNSI,Male,0,52,Mailed check,85.15
8713-IGZSO,Male,0,2,Mailed check,24.85
7905-TVXTA,Female,0,5,Electronic check,64.35
7695-PKLCZ,Female,0,68,Credit card (automatic),20.5
2382-BCKQJ,Female,0,62,Electronic check,100.15
8374-UULRV,Male,0,72,Credit card (automatic),86.05
2207-NHRJK,Male,0,1,Electronic check,50.8
3224-DFQNQ,Female,0,66,Electronic check,89
5275-PMFUT,Male,0,72,Credit card (automatic),64.8
4795-UXVCJ,Male,0,26,Credit card (automatic),19.8
9777-IQHWP,Male,0,64,Bank transfer (automatic),93.4
0947-MUGVO,Male,1,20,Electronic check,73.65
9944-HKVVB,Female,0,3,Electronic check,95.1
4124-MMETB,Male,0,22,Credit card (automatic),94.65
3671-SHRSP,Male,0,4,Mailed check,80.6
0979-MOZQI,Male,0,62,Bank transfer (automatic),39
2732-ISEZX,Female,0,5,Mailed check,20.5
3313-QKNKB,Male,0,59,Electronic check,85.55
0323-XWWTN,Male,0,3,Mailed check,26.4
1937-OTUKY,Female,0,72,Bank transfer (automatic),98.2
1573-LGXBA,Male,0,57,Credit card (automatic),97.55
1764-VUUMT,Male,0,66,Credit card (automatic),19.95
5073-WXOYN,Female,0,60,Electronic check,50.8
4713-ZBURT,Male,0,45,Bank transfer (automatic),99.7
3050-GBUSH,Female,0,3,Credit card (automatic),34.8
0207-MDKNV,Female,0,15,Electronic check,105.1
7876-AEHIG,Female,0,51,Bank transfer (automatic),60.15
7945-HLKEA,Female,0,60,Electronic check,64.75
9342-VNIMQ,Male,0,33,Bank transfer (automatic),54.65
9851-KIELU,Male,0,10,Electronic check,110.1
3523-BRGUW,Male,1,26,Credit card (automatic),19.3
3908-BLSYF,Female,0,6,Electronic check,83.9
3199-NPKCN,Female,0,67,Electronic check,111.25
5170-PTRKA,Female,0,49,Credit card (automatic),35.8
4661-NJEUX,Male,0,1,Mailed check,20.05
2123-AGEEN,Female,1,7,Electronic check,84.35
1258-YMZNM,Female,1,27,Bank transfer (automatic),110.5
0048-LUMLS,Male,0,37,Credit card (automatic),91.2
7549-MYGPK,Female,0,63,Electronic check,100.55
5898-IGSLP,Male,0,31,Electronic check,89.3
3804-RVTGV,Male,0,50,Bank transfer (automatic),103.85
6259-WJQLC,Male,1,32,Credit card (automatic),81.1
9227-LUNBG,Female,0,1,Electronic check,24.6
7997-EASSD,Female,0,63,Credit card (automatic),81.2
0730-KOAVE,Male,0,30,Credit card (automatic),94.3
8975-SKGRX,Male,0,71,Bank transfer (automatic),116.1
0678-RLHVP,Female,0,53,Electronic check,105.55
4315-MURBD,Female,0,12,Bank transfer (automatic),98.9
2267-FPIMA,Male,0,50,Credit card (automatic),94.4
1051-GEJLJ,Female,0,2,Mailed check,19.5
9734-YWGEX,Female,0,9,Credit card (automatic),98.3
2719-BDAQO,Male,0,17,Electronic check,93.85
5285-MVEHD,Female,0,56,Credit card (automatic),105.6
0379-DJQHR,Male,0,67,Credit card (automatic),81.35
0781-LKXBR,Male,1,9,Electronic check,100.5
5543-QDCRY,Male,0,4,Electronic check,56.4
0297-RBCSG,Male,0,19,Bank transfer (automatic),65.35
4694-PHWFW,Female,0,8,Mailed check,19.95
0835-JKADZ,Female,0,71,Electronic check,111.25
1907-UBQFC,Male,1,10,Electronic check,72.85
7508-SMHXL,Female,1,15,Credit card (automatic),89
3865-YIOTT,Male,0,72,Bank transfer (automatic),106.1
5993-BQHEA,Male,0,12,Credit card (automatic),20.05
6024-RUGGH,Male,0,72,Bank transfer (automatic),25.2
6513-EECDB,Male,1,1,Electronic check,73.55
3956-CJUST,Female,1,23,Bank transfer (automatic),75.4
4079-WWQQQ,Male,0,72,Bank transfer (automatic),65.55
6103-BOCOU,Female,0,26,Electronic check,80.7
5149-TGWDZ,Female,0,21,Mailed check,104.55
7471-WNSUF,Male,0,60,Bank transfer (automatic),24.15
8942-DBMHZ,Male,0,12,Mailed check,20.45
4301-VVZKA,Male,0,16,Electronic check,75.4
9199-PWQVC,Female,0,63,Credit card (automatic),79.7
4824-GUCBY,Female,1,22,Electronic check,81.7
5393-HJZSM,Female,0,32,Bank transfer (automatic),76.3
7074-IEVOJ,Female,1,3,Electronic check,79.4
9625-QSTYE,Female,0,13,Electronic check,81.15
0862-PRCBS,Female,0,68,Credit card (automatic),103.75
8812-ZRHFP,Female,0,30,Electronic check,86.45
5146-CBVOE,Female,0,16,Bank transfer (automatic),75.1
0454-OKRCT,Male,0,33,Bank transfer (automatic),80.6
5787-KXGIY,Male,0,72,Credit card (automatic),19.3
4750-ZRXIU,Female,1,4,Electronic check,84.6
4198-VFOEA,Female,0,12,Mailed check,33.6
6630-UJZMY,Female,1,4,Electronic check,83.25
5709-LVOEQ,Female,0,0,Mailed check,80.85
6400-BWQKW,Female,0,6,Electronic check,79.05
2692-AQCPF,Female,0,65,Credit card (automatic),108.05
0347-UBKUZ,Female,0,15,Mailed check,19.9
0835-DUUIQ,Female,0,24,Bank transfer (automatic),21.05
0811-GSDTP,Female,0,13,Electronic check,30.15
7567-ECMCM,Male,0,24,Credit card (automatic),79.85
6115-ZTBFQ,Female,0,72,Bank transfer (automatic),65.5
6353-BRMMA,Female,0,54,Bank transfer (automatic),104.1
6680-WKXRZ,Female,0,3,Bank transfer (automatic),74.4
6231-WFGFH,Male,0,4,Mailed check,20.5
9904-EHEVJ,Female,1,32,Mailed check,91.35
7028-DVOIQ,Male,1,35,Electronic check,99.05
6169-PPETC,Male,0,35,Bank transfer (automatic),20.5
4208-UFFGW,Male,1,2,Mailed check,44.95
8584-KMVXD,Female,0,8,Electronic check,75.6
8467-WYNSR,Male,0,22,Mailed check,55.1
0851-DFJKB,Female,0,15,Electronic check,58.95
5382-SOYZL,Male,0,22,Electronic check,95.1
